Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,143195,-,-,-,37.37,-122.02,-8,33,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky GHI,Clearsky DNI
2004,1,1,0,30,0,0,0
2004,1,1,1,30,0,0,0
2004,1,1,2,30,0,0,0
2004,1,1,3,30,0,0,0
2004,1,1,4,30,0,0,0
2004,1,1,5,30,0,0,0
2004,1,1,6,30,0,0,0
2004,1,1,7,30,0,0,0
2004,1,1,8,30,55,135,444
2004,1,1,9,30,76,282,641
2004,1,1,10,30,84,401,748
2004,1,1,11,30,86,472,799
2004,1,1,12,30,90,484,801
2004,1,1,13,30,86,441,786
2004,1,1,14,30,75,348,745
2004,1,1,15,30,61,205,604
2004,1,1,16,30,30,53,292
2004,1,1,17,30,0,0,0
2004,1,1,18,30,0,0,0
2004,1,1,19,30,0,0,0
2004,1,1,20,30,0,0,0
2004,1,1,21,30,0,0,0
2004,1,1,22,30,0,0,0
2004,1,1,23,30,0,0,0
2004,1,2,0,30,0,0,0
2004,1,2,1,30,0,0,0
2004,1,2,2,30,0,0,0
2004,1,2,3,30,0,0,0
2004,1,2,4,30,0,0,0
2004,1,2,5,30,0,0,0
2004,1,2,6,30,0,0,0
2004,1,2,7,30,0,0,0
2004,1,2,8,30,48,147,554
2004,1,2,9,30,68,301,727
2004,1,2,10,30,77,422,814
2004,1,2,11,30,87,490,833
2004,1,2,12,30,91,499,826
2004,1,2,13,30,86,452,806
2004,1,2,14,30,79,350,737
2004,1,2,15,30,62,207,603
2004,1,2,16,30,30,54,290
2004,1,2,17,30,0,0,0
2004,1,2,18,30,0,0,0
2004,1,2,19,30,0,0,0
2004,1,2,20,30,0,0,0
2004,1,2,21,30,0,0,0
2004,1,2,22,30,0,0,0
2004,1,2,23,30,0,0,0
2004,1,3,0,30,0,0,0
2004,1,3,1,30,0,0,0
2004,1,3,2,30,0,0,0
2004,1,3,3,30,0,0,0
2004,1,3,4,30,0,0,0
2004,1,3,5,30,0,0,0
2004,1,3,6,30,0,0,0
2004,1,3,7,30,0,0,0
2004,1,3,8,30,39,155,646
2004,1,3,9,30,53,317,820
2004,1,3,10,30,61,441,894
2004,1,3,11,30,64,515,929
2004,1,3,12,30,65,528,935
2004,1,3,13,30,62,480,916
2004,1,3,14,30,56,375,863
2004,1,3,15,30,45,227,747
2004,1,3,16,30,24,64,461
2004,1,3,17,30,0,0,0
2004,1,3,18,30,0,0,0
2004,1,3,19,30,0,0,0
2004,1,3,20,30,0,0,0
2004,1,3,21,30,0,0,0
2004,1,3,22,30,0,0,0
2004,1,3,23,30,0,0,0
2004,1,4,0,30,0,0,0
2004,1,4,1,30,0,0,0
2004,1,4,2,30,0,0,0
2004,1,4,3,30,0,0,0
2004,1,4,4,30,0,0,0
2004,1,4,5,30,0,0,0
2004,1,4,6,30,0,0,0
2004,1,4,7,30,0,0,0
2004,1,4,8,30,42,153,616
2004,1,4,9,30,56,312,793
2004,1,4,10,30,61,437,882
2004,1,4,11,30,65,508,911
2004,1,4,12,30,66,521,916
2004,1,4,13,30,67,473,886
2004,1,4,14,30,61,370,831
2004,1,4,15,30,50,223,708
2004,1,4,16,30,26,63,428
2004,1,4,17,30,0,0,0
2004,1,4,18,30,0,0,0
2004,1,4,19,30,0,0,0
2004,1,4,20,30,0,0,0
2004,1,4,21,30,0,0,0
2004,1,4,22,30,0,0,0
2004,1,4,23,30,0,0,0
2004,1,5,0,30,0,0,0
2004,1,5,1,30,0,0,0
2004,1,5,2,30,0,0,0
2004,1,5,3,30,0,0,0
2004,1,5,4,30,0,0,0
2004,1,5,5,30,0,0,0
2004,1,5,6,30,0,0,0
2004,1,5,7,30,0,0,0
2004,1,5,8,30,43,153,613
2004,1,5,9,30,57,313,793
2004,1,5,10,30,63,438,878
2004,1,5,11,30,67,511,911
2004,1,5,12,30,69,523,911
2004,1,5,13,30,68,475,884
2004,1,5,14,30,63,372,824
2004,1,5,15,30,52,224,693
2004,1,5,16,30,27,65,420
2004,1,5,17,30,0,0,0
2004,1,5,18,30,0,0,0
2004,1,5,19,30,0,0,0
2004,1,5,20,30,0,0,0
2004,1,5,21,30,0,0,0
2004,1,5,22,30,0,0,0
2004,1,5,23,30,0,0,0
2004,1,6,0,30,0,0,0
