Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,143195,-,-,-,37.37,-122.02,-8,33,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,9,30,884,81,561,8.8,20,1022,69,286,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,10,30,921,93,701,8.200000000000000,20,1022,69,294,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,11,30,946,98,788,7.800000000000000,20,1022,69,298,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,12,30,949,97,806,7.7,20,1021,69,298,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,13,30,937,95,760,7.6000000000000000,20,1020,69,299,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,14,30,905,90,652,7.7,20,1020,69,300,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,15,30,840,81,490,8.1,20,1020,69,302,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,16,30,716,65,292,9.3,20,1020,69,296,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,17,30,417,38,90,10.3,20,1021,69,290,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,18,30,0,0,0,10.3,20,1021,69,286,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,19,30,0,0,0,10.600000000000000,20,1021,69,284,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,20,30,0,0,0,10.700000000000000,20,1021,69,277,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,21,30,0,0,0,10.700000000000000,20,1020,69,265,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,22,30,0,0,0,10.700000000000000,20,1020,69,257,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,9,23,30,0,0,0,10.600000000000000,20,1020,69,250,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,0,30,0,0,0,10.600000000000000,20,1020,69,243,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,1,30,0,0,0,10.4,20,1020,69,240,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,2,30,0,0,0,10.200000000000000,20,1020,69,237,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,3,30,0,0,0,10.200000000000000,20,1019,69,234,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,4,30,0,0,0,10.3,20,1019,69,231,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,5,30,0,0,0,10.200000000000000,20,1019,69,224,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,6,30,66,10,10,10.200000000000000,20,1018,69,205,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,7,30,543,50,161,10.4,20,1018,69,182,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,8,30,750,67,360,10.8,20,1019,69,155,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,9,30,849,76,541,10.9,20,1019,69,134,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,10,30,901,81,680,10.700000000000000,20,1019,69,130,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,11,30,923,83,761,10.3,20,1019,69,91,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,12,30,926,86,781,10.100000000000000,20,1019,69,49,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,13,30,914,84,736,10.3,20,1019,69,49,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,14,30,884,79,631,10.5,20,1018,69,51,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,15,30,822,71,475,10.8,20,1018,69,50,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,16,30,707,57,284,11.4,20,1019,69,114,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,17,30,444,35,91,10.700000000000000,20,1019,69,160,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,18,30,0,0,0,10.4,20,1019,69,162,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,19,30,0,0,0,10.200000000000000,20,1020,69,163,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,20,30,0,0,0,10.100000000000000,20,1020,69,182,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,21,30,0,0,0,10,20,1020,69,233,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,22,30,0,0,0,10,20,1021,69,285,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,10,23,30,0,0,0,9.8,20,1021,69,304,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,0,30,0,0,0,9.600000000000000,20,1021,69,305,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,1,30,0,0,0,9.600000000000000,20,1021,69,299,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,2,30,0,0,0,9.4,20,1021,69,199,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,3,30,0,0,0,9.1,20,1021,69,105,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,4,30,0,0,0,8.700000000000000,20,1022,69,108,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,5,30,0,0,0,8.4,20,1022,69,116,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,6,30,76,10,11,8.3,20,1023,69,132,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,7,30,564,52,170,8.8,20,1023,69,150,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,8,30,765,73,375,9.600000000000000,20,1024,69,160,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,9,30,864,84,561,10.3,20,1024,69,147,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,10,30,916,90,704,9.600000000000000,20,1024,69,101,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,11,30,940,96,791,9.1,20,1023,69,65,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,12,30,936,101,808,9,20,1023,69,61,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,13,30,913,103,759,9,20,1022,69,65,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,14,30,871,100,648,9,20,1021,69,71,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,15,30,799,91,486,9.4,20,1021,69,75,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,16,30,659,75,289,10,20,1022,69,168,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,17,30,364,43,91,10.700000000000000,20,1023,69,242,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,18,30,0,0,0,10,20,1023,69,239,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,19,30,0,0,0,10,20,1023,69,224,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,20,30,0,0,0,9.9,20,1024,69,208,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,21,30,0,0,0,9.9,20,1024,69,196,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,22,30,0,0,0,9.9,20,1024,69,188,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,11,23,30,0,0,0,10,20,1024,69,178,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,0,30,0,0,0,10,20,1024,69,167,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,1,30,0,0,0,9.9,20,1023,69,157,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,2,30,0,0,0,9.700000000000000,20,1023,69,150,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,3,30,0,0,0,9.600000000000000,20,1023,69,147,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,4,30,0,0,0,9.5,20,1023,69,148,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,5,30,0,0,0,9.5,20,1023,69,154,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,6,30,67,10,11,9.8,20,1023,69,158,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,7,30,529,56,169,10.4,20,1023,69,156,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,8,30,744,74,372,11,20,1022,69,156,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,9,30,841,84,553,11.9,20,1022,69,165,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,10,30,888,93,692,12.700000000000000,20,1022,69,173,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,11,30,907,98,773,13.3,20,1021,69,179,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,12,30,904,104,791,13.600000000000000,20,1020,69,185,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,13,30,882,106,743,13.9,20,1020,69,188,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,14,30,847,100,636,14,20,1019,69,187,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,15,30,782,88,478,14.100000000000000,20,1019,69,187,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,16,30,644,73,284,14.200000000000000,20,1019,69,194,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,17,30,350,43,90,14.3,20,1019,69,194,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,18,30,0,0,0,13.9,20,1019,69,194,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,19,30,0,0,0,13.9,20,1019,69,190,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,20,30,0,0,0,13.9,20,1019,69,178,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,21,30,0,0,0,13.9,20,1019,69,169,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,22,30,0,0,0,13.9,20,1018,69,170,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,12,23,30,0,0,0,13.8,20,1018,69,174,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,0,30,0,0,0,13.700000000000000,20,1018,69,176,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,1,30,0,0,0,13.600000000000000,20,1018,69,175,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,2,30,0,0,0,13.5,20,1018,69,176,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,3,30,0,0,0,13.5,20,1018,69,179,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,4,30,0,0,0,13.5,20,1018,69,182,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,5,30,0,0,0,13.4,20,1018,69,186,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,6,30,80,12,14,13.4,20,1019,69,195,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,7,30,527,56,171,13.600000000000000,20,1019,69,210,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,8,30,727,76,371,13.4,20,1019,69,226,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,9,30,817,91,551,12.8,20,1020,69,234,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,10,30,856,106,688,12,20,1020,69,236,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,11,30,871,118,770,11.100000000000000,20,1020,69,233,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,12,30,881,120,793,10.200000000000000,20,1019,69,228,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,13,30,884,110,752,9.3,20,1019,69,224,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,14,30,865,98,649,8.700000000000000,20,1019,69,223,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,15,30,810,85,492,8.4,20,1019,69,223,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,16,30,688,70,298,8.200000000000000,20,1019,69,226,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,17,30,400,43,98,8.9,20,1019,69,226,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,18,30,0,0,0,9.200000000000000,20,1019,69,222,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,19,30,0,0,0,9.200000000000000,20,1019,69,212,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,20,30,0,0,0,9.3,20,1019,69,205,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,21,30,0,0,0,9.4,20,1019,69,203,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,22,30,0,0,0,9.5,20,1020,69,205,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,13,23,30,0,0,0,9.600000000000000,20,1020,69,211,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,0,30,0,0,0,9.5,20,1020,69,221,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,1,30,0,0,0,9.3,20,1020,69,230,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,2,30,0,0,0,8.200000000000000,20,1020,69,233,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,3,30,0,0,0,7.300000000000000,20,1020,69,224,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,4,30,0,0,0,6.7,20,1020,69,206,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,5,30,0,0,0,6.300000000000000,20,1020,69,189,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,6,30,112,14,17,6.5,20,1020,69,181,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,7,30,591,54,186,8.5,20,1020,69,184,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,8,30,771,74,390,8.8,20,1021,69,194,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,9,30,855,87,572,8.3,20,1021,69,199,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,10,30,903,95,713,7.800000000000000,20,1021,69,203,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,11,30,931,97,798,7.300000000000000,20,1021,69,210,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,12,30,945,95,821,6.9,20,1020,69,218,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,13,30,941,88,775,6.800000000000000,20,1020,69,225,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,14,30,914,82,668,6.6000000000000000,20,1020,69,235,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,15,30,856,75,508,6.4,20,1020,69,241,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,16,30,741,62,310,6.2,20,1020,69,252,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,17,30,470,40,106,6.6000000000000000,20,1020,69,258,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,18,30,0,0,0,6.1000000000000000,20,1020,69,263,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,19,30,0,0,0,6.1000000000000000,20,1021,69,268,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,20,30,0,0,0,5.9,20,1021,69,274,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,21,30,0,0,0,5.6000000000000000,20,1021,69,279,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,22,30,0,0,0,5.1000000000000000,20,1021,69,281,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,14,23,30,0,0,0,4.5,20,1021,69,279,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,0,30,0,0,0,4,20,1021,69,273,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,1,30,0,0,0,3.8000000000000000,20,1021,69,262,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,2,30,0,0,0,3.7,20,1021,69,249,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,3,30,0,0,0,3.7,20,1021,69,237,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,4,30,0,0,0,3.7,20,1021,69,226,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,5,30,0,0,0,3.7,20,1021,69,216,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,6,30,128,15,19,3.9000000000000000,20,1022,69,205,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,7,30,604,54,192,5.300000000000000,20,1022,69,203,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,8,30,776,75,397,5.4,20,1022,69,208,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,9,30,854,91,580,5.9,20,1022,69,212,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,10,30,896,101,719,6.6000000000000000,20,1022,69,217,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,11,30,913,108,800,7.2,20,1021,69,219,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,12,30,920,108,819,7.5,20,1021,69,220,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,13,30,910,104,772,7.800000000000000,20,1021,69,219,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,14,30,874,98,661,8.3,20,1020,69,218,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,15,30,809,88,500,8.8,20,1020,69,217,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,16,30,667,76,302,8.9,20,1019,69,217,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,17,30,372,49,102,9.200000000000000,20,1019,69,216,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,18,30,0,0,0,9.3,20,1019,69,216,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,19,30,0,0,0,9.3,20,1019,69,218,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,20,30,0,0,0,9,20,1019,69,219,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,21,30,0,0,0,9.200000000000000,20,1019,69,220,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,22,30,0,0,0,9.4,20,1019,69,221,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,15,23,30,0,0,0,9.5,20,1019,69,220,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,0,30,0,0,0,9.3,20,1019,69,218,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,1,30,0,0,0,9.200000000000000,20,1018,69,217,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,2,30,0,0,0,9,20,1018,69,218,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,3,30,0,0,0,8.700000000000000,20,1017,69,221,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,4,30,0,0,0,8.4,20,1017,69,228,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,5,30,0,0,0,8.6,20,1017,69,236,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,6,30,60,18,20,8.4,20,1017,69,244,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,7,30,481,72,185,8.4,20,1018,69,250,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,8,30,706,95,392,7.800000000000000,20,1018,69,254,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,9,30,821,105,579,7.1000000000000000,20,1018,69,255,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,10,30,886,109,724,6.4,20,1018,69,255,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,11,30,915,112,809,5.800000000000000,20,1018,69,259,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,12,30,924,112,830,5.4,20,1017,69,263,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,13,30,915,107,783,5.1000000000000000,20,1017,69,266,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,14,30,888,99,675,4.7,20,1017,69,266,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,15,30,828,87,512,4.3,20,1017,69,266,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,16,30,708,72,314,4.2,20,1018,69,263,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,17,30,430,46,109,4.6000000000000000,20,1018,69,258,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,18,30,0,0,0,5,20,1019,69,252,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,19,30,0,0,0,5,20,1019,69,249,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,20,30,0,0,0,5.1000000000000000,20,1020,69,246,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,21,30,0,0,0,5.2,20,1020,69,243,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,22,30,0,0,0,5.2,20,1020,69,238,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,16,23,30,0,0,0,5.2,20,1019,69,232,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,17,0,30,0,0,0,5.1000000000000000,20,1019,69,225,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,17,1,30,0,0,0,5.2,20,1019,69,219,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,17,2,30,0,0,0,5.4,20,1019,69,214,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,17,3,30,0,0,0,5.4,20,1020,69,211,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,17,4,30,0,0,0,5.5,20,1020,69,208,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,17,5,30,0,0,0,5.6000000000000000,20,1020,69,203,2.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
