timestamp,out.electricity.total.energy_consumption,temp_from_17,month,day,day_of_week,day_of_year,hour,Weekday,Weekend,last_week_load,previous_category_day_load
2018-01-08 00:00:00,1.588,5.300000000000001,1,8,1,8,0,1.0,0.0,1.667,5.95
2018-01-08 01:00:00,1.855,5.300000000000001,1,8,1,8,1,1.0,0.0,1.974,2.385
2018-01-08 02:00:00,2.045,5.9,1,8,1,8,2,1.0,0.0,2.52,1.47
2018-01-08 03:00:00,2.1870000000000003,6.4,1,8,1,8,3,1.0,0.0,0.951,2.052
2018-01-08 04:00:00,2.271,5.9,1,8,1,8,4,1.0,0.0,1.312,2.483
2018-01-08 05:00:00,4.731,5.9,1,8,1,8,5,1.0,0.0,3.935,5.2219999999999995
2018-01-08 06:00:00,4.256,5.9,1,8,1,8,6,1.0,0.0,4.009,4.906
2018-01-08 07:00:00,3.976,5.9,1,8,1,8,7,1.0,0.0,4.077,4.711
2018-01-08 08:00:00,3.933,5.9,1,8,1,8,8,1.0,0.0,4.3260000000000005,4.777
2018-01-08 09:00:00,3.724,6.4,1,8,1,8,9,1.0,0.0,4.142,4.856
2018-01-08 10:00:00,3.833,6.4,1,8,1,8,10,1.0,0.0,4.232,5.386
2018-01-08 11:00:00,4.134,6.4,1,8,1,8,11,1.0,0.0,3.542,4.89
2018-01-08 12:00:00,4.279,6.4,1,8,1,8,12,1.0,0.0,2.795,4.8
2018-01-08 13:00:00,4.216,7.0,1,8,1,8,13,1.0,0.0,1.984,4.538
2018-01-08 14:00:00,3.911,6.4,1,8,1,8,14,1.0,0.0,1.686,4.004
2018-01-08 15:00:00,3.864,6.4,1,8,1,8,15,1.0,0.0,1.199,3.818
2018-01-08 16:00:00,3.146,6.4,1,8,1,8,16,1.0,0.0,0.772,2.686
2018-01-08 17:00:00,2.692,6.4,1,8,1,8,17,1.0,0.0,0.676,2.209
2018-01-08 18:00:00,2.218,5.9,1,8,1,8,18,1.0,0.0,0.588,1.898
2018-01-08 19:00:00,1.897,5.300000000000001,1,8,1,8,19,1.0,0.0,0.456,1.773
2018-01-08 20:00:00,0.959,3.0999999999999996,1,8,1,8,20,1.0,0.0,1.67,0.859
2018-01-08 21:00:00,0.784,2.5999999999999996,1,8,1,8,21,1.0,0.0,1.204,0.8009999999999999
2018-01-08 22:00:00,0.728,2.5999999999999996,1,8,1,8,22,1.0,0.0,0.867,1.076
2018-01-08 23:00:00,0.664,2.0,1,8,1,8,23,1.0,0.0,0.846,1.32
2018-01-09 00:00:00,0.769,2.0,1,9,2,9,0,1.0,0.0,0.734,1.588
2018-01-09 01:00:00,0.826,2.5999999999999996,1,9,2,9,1,1.0,0.0,0.621,1.855
2018-01-09 02:00:00,0.878,2.5999999999999996,1,9,2,9,2,1.0,0.0,0.907,2.045
2018-01-09 03:00:00,0.906,2.5999999999999996,1,9,2,9,3,1.0,0.0,1.313,2.1870000000000003
2018-01-09 04:00:00,0.917,2.5999999999999996,1,9,2,9,4,1.0,0.0,1.673,2.271
2018-01-09 05:00:00,3.0460000000000003,2.5999999999999996,1,9,2,9,5,1.0,0.0,4.365,4.731
2018-01-09 06:00:00,2.708,2.5999999999999996,1,9,2,9,6,1.0,0.0,4.226,4.256
2018-01-09 07:00:00,2.474,2.5999999999999996,1,9,2,9,7,1.0,0.0,4.209,3.976
2018-01-09 08:00:00,2.439,3.0999999999999996,1,9,2,9,8,1.0,0.0,4.288,3.933
2018-01-09 09:00:00,2.6260000000000003,3.0999999999999996,1,9,2,9,9,1.0,0.0,4.391,3.724
2018-01-09 10:00:00,3.182,3.0999999999999996,1,9,2,9,10,1.0,0.0,4.869,3.833
2018-01-09 11:00:00,3.351,3.0999999999999996,1,9,2,9,11,1.0,0.0,4.407,4.134
2018-01-09 12:00:00,3.584,3.0999999999999996,1,9,2,9,12,1.0,0.0,4.07,4.279
2018-01-09 13:00:00,3.577,3.6999999999999993,1,9,2,9,13,1.0,0.0,3.28,4.216
2018-01-09 14:00:00,3.283,4.199999999999999,1,9,2,9,14,1.0,0.0,2.514,3.911
2018-01-09 15:00:00,3.352,4.199999999999999,1,9,2,9,15,1.0,0.0,2.28,3.864
2018-01-09 16:00:00,2.889,4.800000000000001,1,9,2,9,16,1.0,0.0,1.482,3.146
2018-01-09 17:00:00,2.8659999999999997,4.800000000000001,1,9,2,9,17,1.0,0.0,1.044,2.692
2018-01-09 18:00:00,2.8659999999999997,4.800000000000001,1,9,2,9,18,1.0,0.0,0.859,2.218
2018-01-09 19:00:00,2.8209999999999997,4.199999999999999,1,9,2,9,19,1.0,0.0,0.8200000000000001,1.897
2018-01-09 20:00:00,0.98,4.199999999999999,1,9,2,9,20,1.0,0.0,0.877,0.959
2018-01-09 21:00:00,1.242,3.6999999999999993,1,9,2,9,21,1.0,0.0,0.6819999999999999,0.784
2018-01-09 22:00:00,1.648,4.800000000000001,1,9,2,9,22,1.0,0.0,0.6799999999999999,0.728
2018-01-09 23:00:00,1.898,5.300000000000001,1,9,2,9,23,1.0,0.0,0.66,0.664
2018-01-10 00:00:00,2.119,4.800000000000001,1,10,3,10,0,1.0,0.0,0.862,0.769
2018-01-10 01:00:00,2.3,5.300000000000001,1,10,3,10,1,1.0,0.0,1.139,0.826
2018-01-10 02:00:00,2.415,5.9,1,10,3,10,2,1.0,0.0,1.384,0.878
2018-01-10 03:00:00,2.409,5.9,1,10,3,10,3,1.0,0.0,1.608,0.906
2018-01-10 04:00:00,2.496,5.9,1,10,3,10,4,1.0,0.0,1.914,0.917
2018-01-10 05:00:00,5.163,5.9,1,10,3,10,5,1.0,0.0,4.498,3.0460000000000003
2018-01-10 06:00:00,4.874,6.4,1,10,3,10,6,1.0,0.0,4.282,2.708
2018-01-10 07:00:00,4.872,6.4,1,10,3,10,7,1.0,0.0,4.3260000000000005,2.474
2018-01-10 08:00:00,5.027,7.0,1,10,3,10,8,1.0,0.0,4.4190000000000005,2.439
2018-01-10 09:00:00,5.189,7.0,1,10,3,10,9,1.0,0.0,4.466,2.6260000000000003
2018-01-10 10:00:00,5.915,7.0,1,10,3,10,10,1.0,0.0,4.984,3.182
2018-01-10 11:00:00,5.52,7.6,1,10,3,10,11,1.0,0.0,4.666,3.351
2018-01-10 12:00:00,5.193,7.6,1,10,3,10,12,1.0,0.0,4.498,3.584
2018-01-10 13:00:00,4.583,9.2,1,10,3,10,13,1.0,0.0,4.235,3.577
2018-01-10 14:00:00,3.95,9.2,1,10,3,10,14,1.0,0.0,3.9,3.283
2018-01-10 15:00:00,3.86,8.7,1,10,3,10,15,1.0,0.0,4.026,3.352
2018-01-10 16:00:00,3.144,8.1,1,10,3,10,16,1.0,0.0,3.309,2.889
2018-01-10 17:00:00,2.748,7.0,1,10,3,10,17,1.0,0.0,3.063,2.8659999999999997
2018-01-10 18:00:00,2.364,6.4,1,10,3,10,18,1.0,0.0,2.901,2.8659999999999997
2018-01-10 19:00:00,2.1820000000000004,5.300000000000001,1,10,3,10,19,1.0,0.0,2.389,2.8209999999999997
2018-01-10 20:00:00,0.757,4.800000000000001,1,10,3,10,20,1.0,0.0,0.891,0.98
2018-01-10 21:00:00,0.657,4.199999999999999,1,10,3,10,21,1.0,0.0,0.787,1.242
2018-01-10 22:00:00,0.956,4.199999999999999,1,10,3,10,22,1.0,0.0,0.755,1.648
2018-01-10 23:00:00,1.257,3.6999999999999993,1,10,3,10,23,1.0,0.0,0.987,1.898
2018-01-11 00:00:00,1.548,4.199999999999999,1,11,4,11,0,1.0,0.0,1.309,2.119
2018-01-11 01:00:00,1.742,4.199999999999999,1,11,4,11,1,1.0,0.0,1.479,2.3
2018-01-11 02:00:00,1.854,4.199999999999999,1,11,4,11,2,1.0,0.0,1.611,2.415
2018-01-11 03:00:00,1.99,4.199999999999999,1,11,4,11,3,1.0,0.0,1.811,2.409
2018-01-11 04:00:00,2.074,4.199999999999999,1,11,4,11,4,1.0,0.0,1.986,2.496
2018-01-11 05:00:00,4.504,4.199999999999999,1,11,4,11,5,1.0,0.0,4.4399999999999995,5.163
2018-01-11 06:00:00,3.996,4.800000000000001,1,11,4,11,6,1.0,0.0,3.827,4.874
2018-01-11 07:00:00,3.727,4.800000000000001,1,11,4,11,7,1.0,0.0,3.475,4.872
2018-01-11 08:00:00,3.697,4.800000000000001,1,11,4,11,8,1.0,0.0,3.463,5.027
2018-01-11 09:00:00,3.734,4.800000000000001,1,11,4,11,9,1.0,0.0,3.5780000000000003,5.189
2018-01-11 10:00:00,4.108,4.800000000000001,1,11,4,11,10,1.0,0.0,3.172,5.915
2018-01-11 11:00:00,3.872,5.300000000000001,1,11,4,11,11,1.0,0.0,2.966,5.52
2018-01-11 12:00:00,3.61,5.300000000000001,1,11,4,11,12,1.0,0.0,2.977,5.193
2018-01-11 13:00:00,3.006,5.300000000000001,1,11,4,11,13,1.0,0.0,2.191,4.583
2018-01-11 14:00:00,2.18,5.9,1,11,4,11,14,1.0,0.0,1.473,3.95
2018-01-11 15:00:00,1.652,5.9,1,11,4,11,15,1.0,0.0,1.0630000000000002,3.86
2018-01-11 16:00:00,0.803,5.300000000000001,1,11,4,11,16,1.0,0.0,0.795,3.144
2018-01-11 17:00:00,0.676,5.300000000000001,1,11,4,11,17,1.0,0.0,0.676,2.748
2018-01-11 18:00:00,0.588,4.800000000000001,1,11,4,11,18,1.0,0.0,0.588,2.364
2018-01-11 19:00:00,0.571,3.6999999999999993,1,11,4,11,19,1.0,0.0,0.456,2.1820000000000004
2018-01-11 20:00:00,1.922,3.0999999999999996,1,11,4,11,20,1.0,0.0,1.628,0.757
2018-01-11 21:00:00,1.147,2.5999999999999996,1,11,4,11,21,1.0,0.0,1.11,0.657
2018-01-11 22:00:00,0.967,0.3000000000000007,1,11,4,11,22,1.0,0.0,0.845,0.956
2018-01-11 23:00:00,0.755,1.4000000000000004,1,11,4,11,23,1.0,0.0,0.895,1.257
2018-01-12 00:00:00,0.5519999999999999,2.0,1,12,5,12,0,0.0,1.0,0.695,0.704
2018-01-12 01:00:00,0.732,3.6999999999999993,1,12,5,12,1,0.0,1.0,0.527,1.033
2018-01-12 02:00:00,1.108,4.199999999999999,1,12,5,12,2,0.0,1.0,0.39,1.354
2018-01-12 03:00:00,1.456,4.199999999999999,1,12,5,12,3,0.0,1.0,0.257,1.585
2018-01-12 04:00:00,1.749,4.800000000000001,1,12,5,12,4,0.0,1.0,0.294,1.734
2018-01-12 05:00:00,4.268,5.300000000000001,1,12,5,12,5,0.0,1.0,2.282,4.1579999999999995
2018-01-12 06:00:00,3.895,6.4,1,12,5,12,6,0.0,1.0,2.116,3.758
2018-01-12 07:00:00,3.668,5.9,1,12,5,12,7,0.0,1.0,1.924,3.512
2018-01-12 08:00:00,3.655,6.4,1,12,5,12,8,0.0,1.0,1.969,3.453
2018-01-12 09:00:00,3.77,7.0,1,12,5,12,9,0.0,1.0,1.6920000000000002,3.539
2018-01-12 10:00:00,4.127,5.9,1,12,5,12,10,0.0,1.0,2.3209999999999997,3.938
2018-01-12 11:00:00,3.289,5.9,1,12,5,12,11,0.0,1.0,2.395,3.219
2018-01-12 12:00:00,2.9539999999999997,6.4,1,12,5,12,12,0.0,1.0,2.467,2.2880000000000003
2018-01-12 13:00:00,2.59,7.6,1,12,5,12,13,0.0,1.0,2.215,1.396
2018-01-12 14:00:00,2.095,7.6,1,12,5,12,14,0.0,1.0,1.761,1.178
2018-01-12 15:00:00,1.99,7.0,1,12,5,12,15,0.0,1.0,1.531,1.204
2018-01-12 16:00:00,1.127,7.0,1,12,5,12,16,0.0,1.0,0.935,0.96
2018-01-12 17:00:00,0.6880000000000001,6.4,1,12,5,12,17,0.0,1.0,0.702,0.864
2018-01-12 18:00:00,0.588,5.9,1,12,5,12,18,0.0,1.0,0.6799999999999999,0.837
2018-01-12 19:00:00,0.456,6.4,1,12,5,12,19,0.0,1.0,0.829,0.748
2018-01-12 20:00:00,0.985,4.800000000000001,1,12,5,12,20,0.0,1.0,0.964,2.207
2018-01-12 21:00:00,0.804,5.9,1,12,5,12,21,0.0,1.0,1.159,1.509
2018-01-12 22:00:00,0.621,5.9,1,12,5,12,22,0.0,1.0,0.907,1.118
2018-01-12 23:00:00,0.721,4.199999999999999,1,12,5,12,23,0.0,1.0,0.71,2.725
2018-01-13 00:00:00,0.987,4.800000000000001,1,13,6,13,0,0.0,1.0,0.704,0.5519999999999999
2018-01-13 01:00:00,1.374,4.800000000000001,1,13,6,13,1,0.0,1.0,1.033,0.732
2018-01-13 02:00:00,1.868,5.300000000000001,1,13,6,13,2,0.0,1.0,1.354,1.108
2018-01-13 03:00:00,2.309,4.800000000000001,1,13,6,13,3,0.0,1.0,1.585,1.456
2018-01-13 04:00:00,2.753,5.9,1,13,6,13,4,0.0,1.0,1.734,1.749
2018-01-13 05:00:00,5.644,5.9,1,13,6,13,5,0.0,1.0,4.1579999999999995,4.268
2018-01-13 06:00:00,5.4559999999999995,7.6,1,13,6,13,6,0.0,1.0,3.758,3.895
2018-01-13 07:00:00,5.36,7.6,1,13,6,13,7,0.0,1.0,3.512,3.668
2018-01-13 08:00:00,5.398,7.6,1,13,6,13,8,0.0,1.0,3.453,3.655
2018-01-13 09:00:00,5.593,8.7,1,13,6,13,9,0.0,1.0,3.539,3.77
2018-01-13 10:00:00,6.36,9.2,1,13,6,13,10,0.0,1.0,3.938,4.127
2018-01-13 11:00:00,5.524,10.3,1,13,6,13,11,0.0,1.0,3.219,3.289
2018-01-13 12:00:00,4.567,10.3,1,13,6,13,12,0.0,1.0,2.2880000000000003,2.9539999999999997
2018-01-13 13:00:00,3.328,10.3,1,13,6,13,13,0.0,1.0,1.396,2.59
2018-01-13 14:00:00,2.131,10.3,1,13,6,13,14,0.0,1.0,1.178,2.095
2018-01-13 15:00:00,1.377,10.9,1,13,6,13,15,0.0,1.0,1.204,1.99
2018-01-13 16:00:00,0.864,10.3,1,13,6,13,16,0.0,1.0,0.96,1.127
2018-01-13 17:00:00,0.794,7.6,1,13,6,13,17,0.0,1.0,0.864,0.6880000000000001
2018-01-13 18:00:00,0.863,6.4,1,13,6,13,18,0.0,1.0,0.837,0.588
2018-01-13 19:00:00,0.822,5.300000000000001,1,13,6,13,19,0.0,1.0,0.748,0.456
2018-01-13 20:00:00,2.075,4.199999999999999,1,13,6,13,20,0.0,1.0,2.207,0.985
2018-01-13 21:00:00,1.259,3.0999999999999996,1,13,6,13,21,0.0,1.0,1.509,0.804
2018-01-13 22:00:00,1.125,2.5999999999999996,1,13,6,13,22,0.0,1.0,1.118,0.621
2018-01-13 23:00:00,0.8069999999999999,1.4000000000000004,1,13,6,13,23,0.0,1.0,2.725,0.721
2018-01-14 00:00:00,0.585,2.0,1,14,0,14,0,1.0,0.0,5.95,1.548
2018-01-14 01:00:00,0.881,4.800000000000001,1,14,0,14,1,1.0,0.0,2.385,1.742
2018-01-14 02:00:00,1.415,6.4,1,14,0,14,2,1.0,0.0,1.47,1.854
2018-01-14 03:00:00,1.959,6.4,1,14,0,14,3,1.0,0.0,2.052,1.99
2018-01-14 04:00:00,2.435,7.0,1,14,0,14,4,1.0,0.0,2.483,2.074
2018-01-14 05:00:00,5.291,7.6,1,14,0,14,5,1.0,0.0,5.2219999999999995,4.504
2018-01-14 06:00:00,5.074,8.1,1,14,0,14,6,1.0,0.0,4.906,3.996
2018-01-14 07:00:00,4.973,8.1,1,14,0,14,7,1.0,0.0,4.711,3.727
2018-01-14 08:00:00,4.996,8.7,1,14,0,14,8,1.0,0.0,4.777,3.697
2018-01-14 09:00:00,5.083,8.7,1,14,0,14,9,1.0,0.0,4.856,3.734
2018-01-14 10:00:00,5.788,9.2,1,14,0,14,10,1.0,0.0,5.386,4.108
2018-01-14 11:00:00,5.413,9.8,1,14,0,14,11,1.0,0.0,4.89,3.872
2018-01-14 12:00:00,5.275,9.8,1,14,0,14,12,1.0,0.0,4.8,3.61
2018-01-14 13:00:00,4.987,9.2,1,14,0,14,13,1.0,0.0,4.538,3.006
2018-01-14 14:00:00,7.630000000000001,9.2,1,14,0,14,14,1.0,0.0,4.004,2.18
2018-01-14 15:00:00,8.635,9.8,1,14,0,14,15,1.0,0.0,3.818,1.652
2018-01-14 16:00:00,3.298,9.8,1,14,0,14,16,1.0,0.0,2.686,0.803
2018-01-14 17:00:00,1.152,9.2,1,14,0,14,17,1.0,0.0,2.209,0.676
2018-01-14 18:00:00,0.806,9.2,1,14,0,14,18,1.0,0.0,1.898,0.588
2018-01-14 19:00:00,0.696,8.7,1,14,0,14,19,1.0,0.0,1.773,0.571
2018-01-14 20:00:00,1.023,6.4,1,14,0,14,20,1.0,0.0,0.859,1.922
2018-01-14 21:00:00,0.86,5.9,1,14,0,14,21,1.0,0.0,0.8009999999999999,1.147
2018-01-14 22:00:00,0.722,5.300000000000001,1,14,0,14,22,1.0,0.0,1.076,0.967
2018-01-14 23:00:00,0.825,5.300000000000001,1,14,0,14,23,1.0,0.0,1.32,0.755
2018-01-15 00:00:00,1.0779999999999998,5.300000000000001,1,15,1,15,0,1.0,0.0,1.588,0.585
2018-01-15 01:00:00,1.435,5.9,1,15,1,15,1,1.0,0.0,1.855,0.881
2018-01-15 02:00:00,1.755,5.300000000000001,1,15,1,15,2,1.0,0.0,2.045,1.415
2018-01-15 03:00:00,2.0700000000000003,6.4,1,15,1,15,3,1.0,0.0,2.1870000000000003,1.959
2018-01-15 04:00:00,2.285,6.4,1,15,1,15,4,1.0,0.0,2.271,2.435
2018-01-15 05:00:00,5.061,7.0,1,15,1,15,5,1.0,0.0,4.731,5.291
2018-01-15 06:00:00,4.829,5.9,1,15,1,15,6,1.0,0.0,4.256,5.074
2018-01-15 07:00:00,4.681,6.4,1,15,1,15,7,1.0,0.0,3.976,4.973
2018-01-15 08:00:00,4.696,7.0,1,15,1,15,8,1.0,0.0,3.933,4.996
2018-01-15 09:00:00,4.7330000000000005,7.6,1,15,1,15,9,1.0,0.0,3.724,5.083
2018-01-15 10:00:00,5.34,8.7,1,15,1,15,10,1.0,0.0,3.833,5.788
2018-01-15 11:00:00,5.027,10.3,1,15,1,15,11,1.0,0.0,4.134,5.413
2018-01-15 12:00:00,4.65,9.8,1,15,1,15,12,1.0,0.0,4.279,5.275
2018-01-15 13:00:00,3.805,10.3,1,15,1,15,13,1.0,0.0,4.216,4.987
2018-01-15 14:00:00,2.643,9.2,1,15,1,15,14,1.0,0.0,3.911,7.630000000000001
2018-01-15 15:00:00,1.898,8.7,1,15,1,15,15,1.0,0.0,3.864,8.635
2018-01-15 16:00:00,0.823,8.1,1,15,1,15,16,1.0,0.0,3.146,3.298
2018-01-15 17:00:00,0.7000000000000001,7.6,1,15,1,15,17,1.0,0.0,2.692,1.152
2018-01-15 18:00:00,0.588,7.0,1,15,1,15,18,1.0,0.0,2.218,0.806
2018-01-15 19:00:00,0.456,5.9,1,15,1,15,19,1.0,0.0,1.897,0.696
2018-01-15 20:00:00,1.326,4.199999999999999,1,15,1,15,20,1.0,0.0,0.959,1.023
2018-01-15 21:00:00,0.915,2.5999999999999996,1,15,1,15,21,1.0,0.0,0.784,0.86
2018-01-15 22:00:00,0.722,3.6999999999999993,1,15,1,15,22,1.0,0.0,0.728,0.722
2018-01-15 23:00:00,0.815,3.0999999999999996,1,15,1,15,23,1.0,0.0,0.664,0.825
2018-01-16 00:00:00,0.577,3.0999999999999996,1,16,2,16,0,1.0,0.0,0.769,1.0779999999999998
2018-01-16 01:00:00,0.704,5.300000000000001,1,16,2,16,1,1.0,0.0,0.826,1.435
2018-01-16 02:00:00,1.0,4.800000000000001,1,16,2,16,2,1.0,0.0,0.878,1.755
2018-01-16 03:00:00,1.28,4.800000000000001,1,16,2,16,3,1.0,0.0,0.906,2.0700000000000003
2018-01-16 04:00:00,1.502,5.9,1,16,2,16,4,1.0,0.0,0.917,2.285
2018-01-16 05:00:00,3.977,5.9,1,16,2,16,5,1.0,0.0,3.0460000000000003,5.061
2018-01-16 06:00:00,3.614,5.9,1,16,2,16,6,1.0,0.0,2.708,4.829
2018-01-16 07:00:00,3.343,5.300000000000001,1,16,2,16,7,1.0,0.0,2.474,4.681
2018-01-16 08:00:00,3.274,5.9,1,16,2,16,8,1.0,0.0,2.439,4.696
2018-01-16 09:00:00,3.372,6.4,1,16,2,16,9,1.0,0.0,2.6260000000000003,4.7330000000000005
2018-01-16 10:00:00,3.843,5.9,1,16,2,16,10,1.0,0.0,3.182,5.34
2018-01-16 11:00:00,3.488,5.9,1,16,2,16,11,1.0,0.0,3.351,5.027
2018-01-16 12:00:00,3.044,5.9,1,16,2,16,12,1.0,0.0,3.584,4.65
2018-01-16 13:00:00,2.301,5.300000000000001,1,16,2,16,13,1.0,0.0,3.577,3.805
2018-01-16 14:00:00,1.576,5.9,1,16,2,16,14,1.0,0.0,3.283,2.643
2018-01-16 15:00:00,1.155,5.9,1,16,2,16,15,1.0,0.0,3.352,1.898
2018-01-16 16:00:00,0.772,5.9,1,16,2,16,16,1.0,0.0,2.889,0.823
2018-01-16 17:00:00,0.676,4.800000000000001,1,16,2,16,17,1.0,0.0,2.8659999999999997,0.7000000000000001
2018-01-16 18:00:00,0.613,3.0999999999999996,1,16,2,16,18,1.0,0.0,2.8659999999999997,0.588
2018-01-16 19:00:00,0.723,2.5999999999999996,1,16,2,16,19,1.0,0.0,2.8209999999999997,0.456
2018-01-16 20:00:00,1.834,2.5999999999999996,1,16,2,16,20,1.0,0.0,0.98,1.326
2018-01-16 21:00:00,1.133,1.4000000000000004,1,16,2,16,21,1.0,0.0,1.242,0.915
2018-01-16 22:00:00,0.921,2.5999999999999996,1,16,2,16,22,1.0,0.0,1.648,0.722
2018-01-16 23:00:00,0.72,2.0,1,16,2,16,23,1.0,0.0,1.898,0.815
2018-01-17 00:00:00,0.46,2.0,1,17,3,17,0,1.0,0.0,2.119,0.577
2018-01-17 01:00:00,0.627,3.0999999999999996,1,17,3,17,1,1.0,0.0,2.3,0.704
2018-01-17 02:00:00,0.921,4.199999999999999,1,17,3,17,2,1.0,0.0,2.415,1.0
2018-01-17 03:00:00,1.19,4.800000000000001,1,17,3,17,3,1.0,0.0,2.409,1.28
2018-01-17 04:00:00,1.366,4.800000000000001,1,17,3,17,4,1.0,0.0,2.496,1.502
2018-01-17 05:00:00,3.687,4.800000000000001,1,17,3,17,5,1.0,0.0,5.163,3.977
2018-01-17 06:00:00,3.308,4.800000000000001,1,17,3,17,6,1.0,0.0,4.874,3.614
2018-01-17 07:00:00,3.14,4.800000000000001,1,17,3,17,7,1.0,0.0,4.872,3.343
2018-01-17 08:00:00,3.075,5.300000000000001,1,17,3,17,8,1.0,0.0,5.027,3.274
2018-01-17 09:00:00,3.104,5.9,1,17,3,17,9,1.0,0.0,5.189,3.372
2018-01-17 10:00:00,3.524,6.4,1,17,3,17,10,1.0,0.0,5.915,3.843
2018-01-17 11:00:00,3.375,6.4,1,17,3,17,11,1.0,0.0,5.52,3.488
2018-01-17 12:00:00,3.347,5.9,1,17,3,17,12,1.0,0.0,5.193,3.044
2018-01-17 13:00:00,3.079,5.300000000000001,1,17,3,17,13,1.0,0.0,4.583,2.301
2018-01-17 14:00:00,2.5229999999999997,5.300000000000001,1,17,3,17,14,1.0,0.0,3.95,1.576
2018-01-17 15:00:00,2.168,5.300000000000001,1,17,3,17,15,1.0,0.0,3.86,1.155
2018-01-17 16:00:00,1.135,4.800000000000001,1,17,3,17,16,1.0,0.0,3.144,0.772
2018-01-17 17:00:00,0.728,4.800000000000001,1,17,3,17,17,1.0,0.0,2.748,0.676
2018-01-17 18:00:00,0.66,4.800000000000001,1,17,3,17,18,1.0,0.0,2.364,0.613
2018-01-17 19:00:00,0.7889999999999999,4.800000000000001,1,17,3,17,19,1.0,0.0,2.1820000000000004,0.723
2018-01-17 20:00:00,2.281,4.199999999999999,1,17,3,17,20,1.0,0.0,0.757,1.834
2018-01-17 21:00:00,1.436,3.6999999999999993,1,17,3,17,21,1.0,0.0,0.657,1.133
2018-01-17 22:00:00,1.168,3.0999999999999996,1,17,3,17,22,1.0,0.0,0.956,0.921
2018-01-17 23:00:00,0.861,2.0,1,17,3,17,23,1.0,0.0,1.257,0.72
2018-01-18 00:00:00,0.629,1.4000000000000004,1,18,4,18,0,1.0,0.0,1.548,0.46
2018-01-18 01:00:00,0.53,3.0999999999999996,1,18,4,18,1,1.0,0.0,1.742,0.627
2018-01-18 02:00:00,0.473,4.199999999999999,1,18,4,18,2,1.0,0.0,1.854,0.921
2018-01-18 03:00:00,0.59,5.300000000000001,1,18,4,18,3,1.0,0.0,1.99,1.19
2018-01-18 04:00:00,1.319,5.300000000000001,1,18,4,18,4,1.0,0.0,2.074,1.366
2018-01-18 05:00:00,3.927,5.9,1,18,4,18,5,1.0,0.0,4.504,3.687
2018-01-18 06:00:00,3.72,6.4,1,18,4,18,6,1.0,0.0,3.996,3.308
2018-01-18 07:00:00,3.518,6.4,1,18,4,18,7,1.0,0.0,3.727,3.14
2018-01-18 08:00:00,3.52,7.0,1,18,4,18,8,1.0,0.0,3.697,3.075
2018-01-18 09:00:00,3.6,8.1,1,18,4,18,9,1.0,0.0,3.734,3.104
2018-01-18 10:00:00,4.1579999999999995,7.0,1,18,4,18,10,1.0,0.0,4.108,3.524
2018-01-18 11:00:00,3.925,7.0,1,18,4,18,11,1.0,0.0,3.872,3.375
2018-01-18 12:00:00,3.739,7.0,1,18,4,18,12,1.0,0.0,3.61,3.347
2018-01-18 13:00:00,3.125,7.6,1,18,4,18,13,1.0,0.0,3.006,3.079
2018-01-18 14:00:00,2.278,8.1,1,18,4,18,14,1.0,0.0,2.18,2.5229999999999997
2018-01-18 15:00:00,1.695,8.1,1,18,4,18,15,1.0,0.0,1.652,2.168
2018-01-18 16:00:00,0.919,7.6,1,18,4,18,16,1.0,0.0,0.803,1.135
2018-01-18 17:00:00,0.676,6.4,1,18,4,18,17,1.0,0.0,0.676,0.728
2018-01-18 18:00:00,0.673,4.800000000000001,1,18,4,18,18,1.0,0.0,0.588,0.66
2018-01-18 19:00:00,0.882,3.0999999999999996,1,18,4,18,19,1.0,0.0,0.571,0.7889999999999999
2018-01-18 20:00:00,0.825,0.8999999999999986,1,18,4,18,20,1.0,0.0,1.922,2.281
2018-01-18 21:00:00,0.782,0.1999999999999993,1,18,4,18,21,1.0,0.0,1.147,1.436
2018-01-18 22:00:00,0.892,0.1999999999999993,1,18,4,18,22,1.0,0.0,0.967,1.168
2018-01-18 23:00:00,5.399,2.0,1,18,4,18,23,1.0,0.0,0.755,0.861
2018-01-19 00:00:00,3.614,4.199999999999999,1,19,5,19,0,0.0,1.0,0.5519999999999999,0.987
2018-01-19 01:00:00,1.324,4.199999999999999,1,19,5,19,1,0.0,1.0,0.732,1.374
2018-01-19 02:00:00,1.528,4.800000000000001,1,19,5,19,2,0.0,1.0,1.108,1.868
2018-01-19 03:00:00,1.748,4.800000000000001,1,19,5,19,3,0.0,1.0,1.456,2.309
2018-01-19 04:00:00,1.927,5.9,1,19,5,19,4,0.0,1.0,1.749,2.753
2018-01-19 05:00:00,4.477,7.0,1,19,5,19,5,0.0,1.0,4.268,5.644
2018-01-19 06:00:00,4.154,7.0,1,19,5,19,6,0.0,1.0,3.895,5.4559999999999995
2018-01-19 07:00:00,3.969,7.0,1,19,5,19,7,0.0,1.0,3.668,5.36
2018-01-19 08:00:00,4.114,7.0,1,19,5,19,8,0.0,1.0,3.655,5.398
2018-01-19 09:00:00,4.427,7.0,1,19,5,19,9,0.0,1.0,3.77,5.593
2018-01-19 10:00:00,5.092,7.6,1,19,5,19,10,0.0,1.0,4.127,6.36
2018-01-19 11:00:00,4.413,8.1,1,19,5,19,11,0.0,1.0,3.289,5.524
2018-01-19 12:00:00,3.283,8.1,1,19,5,19,12,0.0,1.0,2.9539999999999997,4.567
